synthetic_id,parent_event_id,parent_event_name,cluster_id,variant_axis,mutation,purpose,expected_route_family,source_ids_to_preserve,must_preserve_facts,must_not_claim,independence_weight,reporting_rule
syn-known-permissioneddex-04-sparse_operator_packet,known-permissioneddex,PermissionedDEX,permissioned-access,sparse_operator_packet,"Reduce evidence to the shortest plausible operator packet: amendment description, status, and one risk cue.",Tests minimum viable replay packets.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-permissioneddex-05-noise_and_marketing,known-permissioneddex,PermissionedDEX,permissioned-access,noise_and_marketing,"Mix real technical facts with irrelevant adoption, price, or ecosystem excitement language.",Tests robustness against hype and distraction.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-permissiondelegation-01-predisclosure_packet,known-permissiondelegation,PermissionDelegation,permissioned-access,predisclosure_packet,Withhold later disclosure/fix/outcome text while preserving release-note and feature facts.,Tests whether replay catches risk before the clean postmortem exists.,REJECT,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-permissiondelegation-02-conflicting_validator_context,known-permissiondelegation,PermissionDelegation,permissioned-access,conflicting_validator_context,Add mixed support signals: some validators favor activation while one credible reviewer flags a narrow concern.,Tests whether the route resists social-proof pressure.,REJECT,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-permissiondelegation-03-minor_bug_major_blast_radius,known-permissiondelegation,PermissionDelegation,permissioned-access,minor_bug_major_blast_radius,"Describe the issue as minor but include facts implying fund, authorization, liveness, or accounting blast radius.",Tests severity calibration.,REJECT,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-permissiondelegation-04-sparse_operator_packet,known-permissiondelegation,PermissionDelegation,permissioned-access,sparse_operator_packet,"Reduce evidence to the shortest plausible operator packet: amendment description, status, and one risk cue.",Tests minimum viable replay packets.,REJECT,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-permissiondelegation-05-noise_and_marketing,known-permissiondelegation,PermissionDelegation,permissioned-access,noise_and_marketing,"Mix real technical facts with irrelevant adoption, price, or ecosystem excitement language.",Tests robustness against hype and distraction.,REJECT,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-paychan-01-predisclosure_packet,known-paychan,PayChan,custody-timing,predisclosure_packet,Withhold later disclosure/fix/outcome text while preserving release-note and feature facts.,Tests whether replay catches risk before the clean postmortem exists.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-paychan-02-conflicting_validator_context,known-paychan,PayChan,custody-timing,conflicting_validator_context,Add mixed support signals: some validators favor activation while one credible reviewer flags a narrow concern.,Tests whether the route resists social-proof pressure.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-paychan-03-minor_bug_major_blast_radius,known-paychan,PayChan,custody-timing,minor_bug_major_blast_radius,"Describe the issue as minor but include facts implying fund, authorization, liveness, or accounting blast radius.",Tests severity calibration.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-paychan-04-sparse_operator_packet,known-paychan,PayChan,custody-timing,sparse_operator_packet,"Reduce evidence to the shortest plausible operator packet: amendment description, status, and one risk cue.",Tests minimum viable replay packets.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-paychan-05-noise_and_marketing,known-paychan,PayChan,custody-timing,noise_and_marketing,"Mix real technical facts with irrelevant adoption, price, or ecosystem excitement language.",Tests robustness against hype and distraction.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-ownerpaysfee-01-predisclosure_packet,known-ownerpaysfee,OwnerPaysFee,dex-offer-path,predisclosure_packet,Withhold later disclosure/fix/outcome text while preserving release-note and feature facts.,Tests whether replay catches risk before the clean postmortem exists.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-ownerpaysfee-02-conflicting_validator_context,known-ownerpaysfee,OwnerPaysFee,dex-offer-path,conflicting_validator_context,Add mixed support signals: some validators favor activation while one credible reviewer flags a narrow concern.,Tests whether the route resists social-proof pressure.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-ownerpaysfee-03-minor_bug_major_blast_radius,known-ownerpaysfee,OwnerPaysFee,dex-offer-path,minor_bug_major_blast_radius,"Describe the issue as minor but include facts implying fund, authorization, liveness, or accounting blast radius.",Tests severity calibration.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-ownerpaysfee-04-sparse_operator_packet,known-ownerpaysfee,OwnerPaysFee,dex-offer-path,sparse_operator_packet,"Reduce evidence to the shortest plausible operator packet: amendment description, status, and one risk cue.",Tests minimum viable replay packets.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-ownerpaysfee-05-noise_and_marketing,known-ownerpaysfee,OwnerPaysFee,dex-offer-path,noise_and_marketing,"Mix real technical facts with irrelevant adoption, price, or ecosystem excitement language.",Tests robustness against hype and distraction.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-nonfungibletokensv1-01-predisclosure_packet,known-nonfungibletokensv1,NonFungibleTokensV1,nft,predisclosure_packet,Withhold later disclosure/fix/outcome text while preserving release-note and feature facts.,Tests whether replay catches risk before the clean postmortem exists.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-nonfungibletokensv1-02-conflicting_validator_context,known-nonfungibletokensv1,NonFungibleTokensV1,nft,conflicting_validator_context,Add mixed support signals: some validators favor activation while one credible reviewer flags a narrow concern.,Tests whether the route resists social-proof pressure.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-nonfungibletokensv1-03-minor_bug_major_blast_radius,known-nonfungibletokensv1,NonFungibleTokensV1,nft,minor_bug_major_blast_radius,"Describe the issue as minor but include facts implying fund, authorization, liveness, or accounting blast radius.",Tests severity calibration.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-nonfungibletokensv1-04-sparse_operator_packet,known-nonfungibletokensv1,NonFungibleTokensV1,nft,sparse_operator_packet,"Reduce evidence to the shortest plausible operator packet: amendment description, status, and one risk cue.",Tests minimum viable replay packets.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-nonfungibletokensv1-05-noise_and_marketing,known-nonfungibletokensv1,NonFungibleTokensV1,nft,noise_and_marketing,"Mix real technical facts with irrelevant adoption, price, or ecosystem excitement language.",Tests robustness against hype and distraction.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixxchainrewardrounding-01-predisclosure_packet,known-fixxchainrewardrounding,fixXChainRewardRounding,cross-chain,predisclosure_packet,Withhold later disclosure/fix/outcome text while preserving release-note and feature facts.,Tests whether replay catches risk before the clean postmortem exists.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixxchainrewardrounding-02-conflicting_validator_context,known-fixxchainrewardrounding,fixXChainRewardRounding,cross-chain,conflicting_validator_context,Add mixed support signals: some validators favor activation while one credible reviewer flags a narrow concern.,Tests whether the route resists social-proof pressure.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixxchainrewardrounding-03-minor_bug_major_blast_radius,known-fixxchainrewardrounding,fixXChainRewardRounding,cross-chain,minor_bug_major_blast_radius,"Describe the issue as minor but include facts implying fund, authorization, liveness, or accounting blast radius.",Tests severity calibration.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixxchainrewardrounding-04-sparse_operator_packet,known-fixxchainrewardrounding,fixXChainRewardRounding,cross-chain,sparse_operator_packet,"Reduce evidence to the shortest plausible operator packet: amendment description, status, and one risk cue.",Tests minimum viable replay packets.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixxchainrewardrounding-05-noise_and_marketing,known-fixxchainrewardrounding,fixXChainRewardRounding,cross-chain,noise_and_marketing,"Mix real technical facts with irrelevant adoption, price, or ecosystem excitement language.",Tests robustness against hype and distraction.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixpriceoracleorder-01-predisclosure_packet,known-fixpriceoracleorder,fixPriceOracleOrder,protocol-cleanup,predisclosure_packet,Withhold later disclosure/fix/outcome text while preserving release-note and feature facts.,Tests whether replay catches risk before the clean postmortem exists.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixpriceoracleorder-02-conflicting_validator_context,known-fixpriceoracleorder,fixPriceOracleOrder,protocol-cleanup,conflicting_validator_context,Add mixed support signals: some validators favor activation while one credible reviewer flags a narrow concern.,Tests whether the route resists social-proof pressure.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixpriceoracleorder-03-minor_bug_major_blast_radius,known-fixpriceoracleorder,fixPriceOracleOrder,protocol-cleanup,minor_bug_major_blast_radius,"Describe the issue as minor but include facts implying fund, authorization, liveness, or accounting blast radius.",Tests severity calibration.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixpriceoracleorder-04-sparse_operator_packet,known-fixpriceoracleorder,fixPriceOracleOrder,protocol-cleanup,sparse_operator_packet,"Reduce evidence to the shortest plausible operator packet: amendment description, status, and one risk cue.",Tests minimum viable replay packets.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixpriceoracleorder-05-noise_and_marketing,known-fixpriceoracleorder,fixPriceOracleOrder,protocol-cleanup,noise_and_marketing,"Mix real technical facts with irrelevant adoption, price, or ecosystem excitement language.",Tests robustness against hype and distraction.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixmptdeliveredamount-01-predisclosure_packet,known-fixmptdeliveredamount,fixMPTDeliveredAmount,mpt,predisclosure_packet,Withhold later disclosure/fix/outcome text while preserving release-note and feature facts.,Tests whether replay catches risk before the clean postmortem exists.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixmptdeliveredamount-02-conflicting_validator_context,known-fixmptdeliveredamount,fixMPTDeliveredAmount,mpt,conflicting_validator_context,Add mixed support signals: some validators favor activation while one credible reviewer flags a narrow concern.,Tests whether the route resists social-proof pressure.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixmptdeliveredamount-03-minor_bug_major_blast_radius,known-fixmptdeliveredamount,fixMPTDeliveredAmount,mpt,minor_bug_major_blast_radius,"Describe the issue as minor but include facts implying fund, authorization, liveness, or accounting blast radius.",Tests severity calibration.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixmptdeliveredamount-04-sparse_operator_packet,known-fixmptdeliveredamount,fixMPTDeliveredAmount,mpt,sparse_operator_packet,"Reduce evidence to the shortest plausible operator packet: amendment description, status, and one risk cue.",Tests minimum viable replay packets.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixmptdeliveredamount-05-noise_and_marketing,known-fixmptdeliveredamount,fixMPTDeliveredAmount,mpt,noise_and_marketing,"Mix real technical facts with irrelevant adoption, price, or ecosystem excitement language.",Tests robustness against hype and distraction.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixincludekeyletfields-01-predisclosure_packet,known-fixincludekeyletfields,fixIncludeKeyletFields,custody-timing,predisclosure_packet,Withhold later disclosure/fix/outcome text while preserving release-note and feature facts.,Tests whether replay catches risk before the clean postmortem exists.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixincludekeyletfields-02-conflicting_validator_context,known-fixincludekeyletfields,fixIncludeKeyletFields,custody-timing,conflicting_validator_context,Add mixed support signals: some validators favor activation while one credible reviewer flags a narrow concern.,Tests whether the route resists social-proof pressure.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixincludekeyletfields-03-minor_bug_major_blast_radius,known-fixincludekeyletfields,fixIncludeKeyletFields,custody-timing,minor_bug_major_blast_radius,"Describe the issue as minor but include facts implying fund, authorization, liveness, or accounting blast radius.",Tests severity calibration.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixincludekeyletfields-04-sparse_operator_packet,known-fixincludekeyletfields,fixIncludeKeyletFields,custody-timing,sparse_operator_packet,"Reduce evidence to the shortest plausible operator packet: amendment description, status, and one risk cue.",Tests minimum viable replay packets.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixincludekeyletfields-05-noise_and_marketing,known-fixincludekeyletfields,fixIncludeKeyletFields,custody-timing,noise_and_marketing,"Mix real technical facts with irrelevant adoption, price, or ecosystem excitement language.",Tests robustness against hype and distraction.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-invariantsv1-1-01-predisclosure_packet,known-invariantsv1-1,InvariantsV1_1,amm,predisclosure_packet,Withhold later disclosure/fix/outcome text while preserving release-note and feature facts.,Tests whether replay catches risk before the clean postmortem exists.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-invariantsv1-1-02-conflicting_validator_context,known-invariantsv1-1,InvariantsV1_1,amm,conflicting_validator_context,Add mixed support signals: some validators favor activation while one credible reviewer flags a narrow concern.,Tests whether the route resists social-proof pressure.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-invariantsv1-1-03-minor_bug_major_blast_radius,known-invariantsv1-1,InvariantsV1_1,amm,minor_bug_major_blast_radius,"Describe the issue as minor but include facts implying fund, authorization, liveness, or accounting blast radius.",Tests severity calibration.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-invariantsv1-1-04-sparse_operator_packet,known-invariantsv1-1,InvariantsV1_1,amm,sparse_operator_packet,"Reduce evidence to the shortest plausible operator packet: amendment description, status, and one risk cue.",Tests minimum viable replay packets.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-invariantsv1-1-05-noise_and_marketing,known-invariantsv1-1,InvariantsV1_1,amm,noise_and_marketing,"Mix real technical facts with irrelevant adoption, price, or ecosystem excitement language.",Tests robustness against hype and distraction.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixtakerdryofferremoval-01-predisclosure_packet,known-fixtakerdryofferremoval,fixTakerDryOfferRemoval,dex-offer-path,predisclosure_packet,Withhold later disclosure/fix/outcome text while preserving release-note and feature facts.,Tests whether replay catches risk before the clean postmortem exists.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixtakerdryofferremoval-02-conflicting_validator_context,known-fixtakerdryofferremoval,fixTakerDryOfferRemoval,dex-offer-path,conflicting_validator_context,Add mixed support signals: some validators favor activation while one credible reviewer flags a narrow concern.,Tests whether the route resists social-proof pressure.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixtakerdryofferremoval-03-minor_bug_major_blast_radius,known-fixtakerdryofferremoval,fixTakerDryOfferRemoval,dex-offer-path,minor_bug_major_blast_radius,"Describe the issue as minor but include facts implying fund, authorization, liveness, or accounting blast radius.",Tests severity calibration.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixtakerdryofferremoval-04-sparse_operator_packet,known-fixtakerdryofferremoval,fixTakerDryOfferRemoval,dex-offer-path,sparse_operator_packet,"Reduce evidence to the shortest plausible operator packet: amendment description, status, and one risk cue.",Tests minimum viable replay packets.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixtakerdryofferremoval-05-noise_and_marketing,known-fixtakerdryofferremoval,fixTakerDryOfferRemoval,dex-offer-path,noise_and_marketing,"Mix real technical facts with irrelevant adoption, price, or ecosystem excitement language.",Tests robustness against hype and distraction.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixqualityupperbound-01-predisclosure_packet,known-fixqualityupperbound,fixQualityUpperBound,protocol-cleanup,predisclosure_packet,Withhold later disclosure/fix/outcome text while preserving release-note and feature facts.,Tests whether replay catches risk before the clean postmortem exists.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixqualityupperbound-02-conflicting_validator_context,known-fixqualityupperbound,fixQualityUpperBound,protocol-cleanup,conflicting_validator_context,Add mixed support signals: some validators favor activation while one credible reviewer flags a narrow concern.,Tests whether the route resists social-proof pressure.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixqualityupperbound-03-minor_bug_major_blast_radius,known-fixqualityupperbound,fixQualityUpperBound,protocol-cleanup,minor_bug_major_blast_radius,"Describe the issue as minor but include facts implying fund, authorization, liveness, or accounting blast radius.",Tests severity calibration.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixqualityupperbound-04-sparse_operator_packet,known-fixqualityupperbound,fixQualityUpperBound,protocol-cleanup,sparse_operator_packet,"Reduce evidence to the shortest plausible operator packet: amendment description, status, and one risk cue.",Tests minimum viable replay packets.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixqualityupperbound-05-noise_and_marketing,known-fixqualityupperbound,fixQualityUpperBound,protocol-cleanup,noise_and_marketing,"Mix real technical facts with irrelevant adoption, price, or ecosystem excitement language.",Tests robustness against hype and distraction.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixmasterkeyasregularkey-01-predisclosure_packet,known-fixmasterkeyasregularkey,fixMasterKeyAsRegularKey,auth-identity,predisclosure_packet,Withhold later disclosure/fix/outcome text while preserving release-note and feature facts.,Tests whether replay catches risk before the clean postmortem exists.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixmasterkeyasregularkey-02-conflicting_validator_context,known-fixmasterkeyasregularkey,fixMasterKeyAsRegularKey,auth-identity,conflicting_validator_context,Add mixed support signals: some validators favor activation while one credible reviewer flags a narrow concern.,Tests whether the route resists social-proof pressure.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixmasterkeyasregularkey-03-minor_bug_major_blast_radius,known-fixmasterkeyasregularkey,fixMasterKeyAsRegularKey,auth-identity,minor_bug_major_blast_radius,"Describe the issue as minor but include facts implying fund, authorization, liveness, or accounting blast radius.",Tests severity calibration.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixmasterkeyasregularkey-04-sparse_operator_packet,known-fixmasterkeyasregularkey,fixMasterKeyAsRegularKey,auth-identity,sparse_operator_packet,"Reduce evidence to the shortest plausible operator packet: amendment description, status, and one risk cue.",Tests minimum viable replay packets.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixmasterkeyasregularkey-05-noise_and_marketing,known-fixmasterkeyasregularkey,fixMasterKeyAsRegularKey,auth-identity,noise_and_marketing,"Mix real technical facts with irrelevant adoption, price, or ecosystem excitement language.",Tests robustness against hype and distraction.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
